ID;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;FECHA_INSTALACION;MODELO
405410;12;EMBAJADORES;1;CENTRO;CALLE;CONDE DE ROMANONES;3;28012;;MU-51
405962;15;UNIVERSIDAD;1;CENTRO;CALLE;FUENCARRAL;35;28004;;MU-51
406006;76;VALLEHERMOSO;7;CHAMBERI;AVENIDA;FILIPINAS;5;28003;;MU-51
406030;65;VALDEACEDERAS;6;TETUAN;CALLE;VILLAAMIL;263;28039;;MU-51
398567;64;ALMENARA;6;TETUAN;CALLE;SAN AQUILINO;2;28029;;MU-51
406378;66;BERRUGUETE;6;TETUAN;CALLE;AMBROSIO VALLEJO;2;28039;;MU-51
406618;76;VALLEHERMOSO;7;CHAMBERI;AVENIDA;FILIPINAS;11;28003;;MU-51
400107;12;EMBAJADORES;1;CENTRO;CALLE;SANTA ISABEL;46;28012;;MU-51
407320;64;ALMENARA;6;TETUAN;CALLE;CONDE DEL SERRALLO;4;28029;;MU-51
407367;76;VALLEHERMOSO;7;CHAMBERI;CALLE;JULIAN ROMEA;20;28003;;MU-51
400199;65;VALDEACEDERAS;6;TETUAN;CALLE;MARQUES DE VIANA;56;28039;;MU-51
400253;75;RIOS ROSAS;7;CHAMBERI;CALLE;RAIMUNDO FERNANDEZ VILLAVERDE;32;28003;;MU-51
400260;75;RIOS ROSAS;7;CHAMBERI;PLAZA;SAN JUAN DE LA CRUZ;3;28003;;MU-51
400308;73;TRAFALGAR;7;CHAMBERI;GLORIETA;PINTOR SOROLLA;1;28010;;MU-51
400849;11;PALACIO;1;CENTRO;PLAZA;ISABEL II;8;28013;;MU-51
400884;76;VALLEHERMOSO;7;CHAMBERI;CALLE;BRAVO MURILLO;85;28003;;MU-51
407967;65;VALDEACEDERAS;6;TETUAN;CALLE;SINESIO DELGADO;28;28029;;MU-38
408130;76;VALLEHERMOSO;7;CHAMBERI;CALLE;BRAVO MURILLO;49A;28003;;MU-51
401350;12;EMBAJADORES;1;CENTRO;CALLE;TORRECILLA DEL LEAL;1;28012;;MU-51
401712;72;ARAPILES;7;CHAMBERI;CALLE;MAGALLANES;3;28015;;MU-51
408273;73;TRAFALGAR;7;CHAMBERI;CALLE;FRANCISCO DE ROJAS;14;28010;;MU-51
402481;15;UNIVERSIDAD;1;CENTRO;PLAZA;DOS DE MAYO;3;28004;;MU-51
402962;65;VALDEACEDERAS;6;TETUAN;CALLE;VILLAAMIL;263;28039;;MU-51
428225;76;VALLEHERMOSO;7;CHAMBERI;AVENIDA;PABLO IGLESIAS;3;28003;2022-02-17 00:00:00.0;MU-51
410378;75;RIOS ROSAS;7;CHAMBERI;CALLE;SANTA ENGRACIA;125;28003;;MU-51
410390;11;PALACIO;1;CENTRO;CALLE;MAYOR;83;28013;;MU-51
411196;62;CUATRO CAMINOS;6;TETUAN;CALLE;HERNANI;68;28020;;MU-51
429765;71;GAZTAMBIDE;7;CHAMBERI;CALLE;FERNANDO EL CATOLICO;52;28015;;MU-51
430108;71;GAZTAMBIDE;7;CHAMBERI;CALLE;MELENDEZ VALDES;69;28015;;MU-51
411602;75;RIOS ROSAS;7;CHAMBERI;CALLE;MAUDES;14;28003;;MU-51
411754;13;CORTES;1;CENTRO;CALLE;CABALLERO DE GRACIA;15;28013;2013-10-30 00:00:00.0;MU-51
411848;62;CUATRO CAMINOS;6;TETUAN;CALLE;EDGAR NEVILLE;24B;28020;;MU-51
411935;76;VALLEHERMOSO;7;CHAMBERI;AVENIDA;FILIPINAS;34;28003;;MU-51
413231;64;ALMENARA;6;TETUAN;AVENIDA;ASTURIAS;32;28029;;MU-51
413365;76;VALLEHERMOSO;7;CHAMBERI;CALLE;CEA BERMUDEZ;26;28003;;MU-51
413484;64;ALMENARA;6;TETUAN;CALLE;LUIS ESTEBAN;5;28029;;MU-51
431099;14;JUSTICIA;1;CENTRO;CALLE;BELEN;7;28004;;MU-51
431314;61;BELLAS VISTAS;6;TETUAN;AVENIDA;PABLO IGLESIAS;64;28039;2012-06-30 00:00:00.0;MU-51
432027;74;ALMAGRO;7;CHAMBERI;CALLE;ZURBARAN;21;28010;2011-05-30 00:00:00.0;MU-51
432176;66;BERRUGUETE;6;TETUAN;CALLE;HIERBABUENA;2;28039;;MU-51
414846;74;ALMAGRO;7;CHAMBERI;PASEO;EDUARDO DATO;2B;28010;;MU-51
432687;76;VALLEHERMOSO;7;CHAMBERI;AVENIDA;FILIPINAS;32;28003;;MU-51
414991;73;TRAFALGAR;7;CHAMBERI;CALLE;FRANCISCO DE ROJAS;14;28010;;MU-51
415084;64;ALMENARA;6;TETUAN;CALLE;SAN AQUILINO;2;28029;;AP-2
415241;75;RIOS ROSAS;7;CHAMBERI;CALLE;RAIMUNDO FERNANDEZ VILLAVERDE;43;28003;;MU-51
415386;61;BELLAS VISTAS;6;TETUAN;CALLE;ALEJANDRO RODRIGUEZ;39;28039;;MU-51
415842;14;JUSTICIA;1;CENTRO;PASEO;RECOLETOS;25;28004;;MU-51
416117;71;GAZTAMBIDE;7;CHAMBERI;CALLE;FERNANDO EL CATOLICO;52;28015;;MU-51
416227;11;PALACIO;1;CENTRO;PLAZA;CRUZ VERDE;1;28005;;MU-51
416627;76;VALLEHERMOSO;7;CHAMBERI;CALLE;POETA ANGELA FIGUERA;10;28003;;MU-51
433390;64;ALMENARA;6;TETUAN;AVENIDA;ASTURIAS;70;28029;;MU-51
434083;15;UNIVERSIDAD;1;CENTRO;PLAZA;SAN ILDEFONSO;2;28004;;MU-51
434631;75;RIOS ROSAS;7;CHAMBERI;PASEO;CASTELLANA;53B;28046;;MU-51
434674;11;PALACIO;1;CENTRO;CALLE;SEGOVIA;18;28005;;MU-51
419377;16;SOL;1;CENTRO;PLAZA;PROVINCIA;4;28012;;MU-51
419563;71;GAZTAMBIDE;7;CHAMBERI;CALLE;FERNANDO EL CATOLICO;77;28015;;MU-51
412189;11;PALACIO;1;CENTRO;CALLE;PALOMA;39;28005;;MU-51
412772;12;EMBAJADORES;1;CENTRO;CALLE;DOCTOR CORTEZO;2;28012;;MU-51
430766;75;RIOS ROSAS;7;CHAMBERI;PLAZA;SAN JUAN DE LA CRUZ;3;28003;;MU-51
412922;15;UNIVERSIDAD;1;CENTRO;CALLE;MARQUES DE LEGANES;5;28004;;MU-51
413357;74;ALMAGRO;7;CHAMBERI;CALLE;GARCIA DE PAREDES;37;28010;2018-05-04 00:00:00.0;MU-51
431159;12;EMBAJADORES;1;CENTRO;GLORIETA;EMBAJADORES;1;28012;;MU-51
431435;72;ARAPILES;7;CHAMBERI;PLAZA;CONDE DEL VALLE DE SUCHIL;6;28015;;MU-51
414511;16;SOL;1;CENTRO;PLAZA;PROVINCIA;4;28012;;MU-51
432419;14;JUSTICIA;1;CENTRO;PLAZA;PEDRO ZEROLO;6;28004;;MU-51
432656;12;EMBAJADORES;1;CENTRO;CALLE;CONDE DE ROMANONES;3;28012;;MU-51
433214;15;UNIVERSIDAD;1;CENTRO;PLAZA;DOS DE MAYO;3;28004;;MU-51
433440;72;ARAPILES;7;CHAMBERI;CALLE;MAGALLANES;1;28015;;MU-51
417170;75;RIOS ROSAS;7;CHAMBERI;CALLE;JOSE ABASCAL;41;28003;2022-02-17 00:00:00.0;MU-51
434193;62;CUATRO CAMINOS;6;TETUAN;CALLE;ORENSE;15B;28020;;MU-51
418045;72;ARAPILES;7;CHAMBERI;CALLE;MAGALLANES;3;28015;;MU-51
418253;74;ALMAGRO;7;CHAMBERI;PASEO;GENERAL MARTINEZ CAMPOS;31;28010;;MU-51
434598;65;VALDEACEDERAS;6;TETUAN;CALLE;SINESIO DELGADO;34;28029;;MU-38
434993;12;EMBAJADORES;1;CENTRO;GLORIETA;PUERTA DE TOLEDO;1;28005;;MU-51
420112;74;ALMAGRO;7;CHAMBERI;CALLE;MIGUEL ANGEL;1B;28010;;MU-51
420284;74;ALMAGRO;7;CHAMBERI;CALLE;FERNANDEZ DE LA HOZ;27;28010;;MU-51
436588;74;ALMAGRO;7;CHAMBERI;PASEO;GENERAL MARTINEZ CAMPOS;37;28010;;MU-51
420384;62;CUATRO CAMINOS;6;TETUAN;CALLE;RAIMUNDO FERNANDEZ VILLAVERDE;57B;28003;;MU-51
437411;75;RIOS ROSAS;7;CHAMBERI;CALLE;RAIMUNDO FERNANDEZ VILLAVERDE;32;28003;;MU-51
420802;12;EMBAJADORES;1;CENTRO;CALLE;SANTA ISABEL;53;28012;;MU-51
437531;12;EMBAJADORES;1;CENTRO;CALLE;TORRECILLA DEL LEAL;1;28012;;MU-51
421214;11;PALACIO;1;CENTRO;CALLE;PALOMA;39;28005;;MU-51
421653;11;PALACIO;1;CENTRO;PLAZA;ISABEL II;8;28013;;MU-51
438224;74;ALMAGRO;7;CHAMBERI;CALLE;GARCIA DE PAREDES;37;28010;2018-05-04 00:00:00.0;MU-51
438410;61;BELLAS VISTAS;6;TETUAN;CALLE;ALEJANDRO RODRIGUEZ;39;28039;;MU-51
438695;63;CASTILLEJOS;6;TETUAN;PLAZA;ANGEL CARBAJO;8;28020;;MU-51
438876;76;VALLEHERMOSO;7;CHAMBERI;CALLE;GENERAL IBAÑEZ DE IBERO;4A;28003;;MU-51
438961;13;CORTES;1;CENTRO;CALLE;CABALLERO DE GRACIA;15;28013;2013-10-30 00:00:00.0;MU-51
422414;72;ARAPILES;7;CHAMBERI;CALLE;SAN BERNARDO;107;28015;;MU-51
422543;15;UNIVERSIDAD;1;CENTRO;CALLE;ALBERTO AGUILERA;36;28015;;MU-51
422654;64;ALMENARA;6;TETUAN;CALLE;LUIS ESTEBAN;5;28029;;MU-51
422843;75;RIOS ROSAS;7;CHAMBERI;CALLE;RIOS ROSAS;21;28003;;MU-51
423041;71;GAZTAMBIDE;7;CHAMBERI;CALLE;FERNANDO EL CATOLICO;77;28015;;MU-51
423345;13;CORTES;1;CENTRO;CALLE;MARQUES DE CUBAS;4;28014;;MU-51
423408;73;TRAFALGAR;7;CHAMBERI;CALLE;SANTA ENGRACIA;13;28010;;MU-51
439973;61;BELLAS VISTAS;6;TETUAN;AVENIDA;PABLO IGLESIAS;64;28039;2012-06-30 00:00:00.0;MU-51
423723;14;JUSTICIA;1;CENTRO;CALLE;BARCELO;7;28004;;MU-51
423783;15;UNIVERSIDAD;1;CENTRO;CALLE;VALVERDE;22;28004;;MU-51
424122;12;EMBAJADORES;1;CENTRO;GLORIETA;EMBAJADORES;1;28012;;MU-51
425481;11;PALACIO;1;CENTRO;PLAZA;SANTO DOMINGO;19;28013;1900-01-01 00:00:00.0;MU-51
425736;74;ALMAGRO;7;CHAMBERI;CALLE;MIGUEL ANGEL;1B;28010;;MU-51
426331;15;UNIVERSIDAD;1;CENTRO;CALLE;ALBERTO AGUILERA;38;28015;;MU-51
457424;107;AGUILAS;10;LATINA;CALLE;NAVIA;27;28044;2022-07-05 00:00:00.0;
457425;107;AGUILAS;10;LATINA;CALLE;NAVIA;27;28044;2022-08-18 00:00:00.0;
457415;21;IMPERIAL;2;ARGANZUELA;CALLE;LINNEO;31;28005;;MU-51
457428;107;AGUILAS;10;LATINA;CALLE;JOSE DE CADALSO;19;28044;2022-09-07 00:00:00.0;
457433;107;AGUILAS;10;LATINA;CALLE;JOSE DE CADALSO;19;28044;2022-08-09 00:00:00.0;
457435;107;AGUILAS;10;LATINA;CALLE;JOSE DE CADALSO;19;28044;2022-09-07 00:00:00.0;
457441;106;CUATRO VIENTOS;10;LATINA;CALLE;TROMBONES;13;28054;2022-06-21 00:00:00.0;
457448;107;AGUILAS;10;LATINA;CALLE;JOSE DE CADALSO;19;28044;2022-07-19 00:00:00.0;
457450;105;CAMPAMENTO;10;LATINA;CARRETERA;BOADILLA DEL MONTE;40 B;28024;2022-06-15 00:00:00.0;
457452;105;CAMPAMENTO;10;LATINA;PASEO;HUSARES;48;28024;2022-07-12 00:00:00.0;
457457;21;IMPERIAL;2;ARGANZUELA;CALLE;MAZARREDO;11;28005;;MU-51
457466;21;IMPERIAL;2;ARGANZUELA;PASEO;PONTONES;8;28005;;MU-51
457475;103;LUCERO;10;LATINA;PASEO;EXTREMADURA;165;28011;2022-07-19 00:00:00.0;MU-51
457487;21;IMPERIAL;2;ARGANZUELA;PASEO;VIRGEN DEL PUERTO;65;28005;;MU-51
457531;102;PUERTA DEL ANGEL;10;LATINA;PASEO;EXTREMADURA;128;28011;2022-07-19 00:00:00.0;
457542;22;ACACIAS;2;ARGANZUELA;CALLE;CAOBA;6;28005;;MU-51
457550;22;ACACIAS;2;ARGANZUELA;CALLE;CAOBA;6;28005;;MU-51
457556;102;PUERTA DEL ANGEL;10;LATINA;PLAZA;PUERTA DEL ANGEL;4;28011;2022-06-16 00:00:00.0;
457559;102;PUERTA DEL ANGEL;10;LATINA;PLAZA;PUERTA DEL ANGEL;4;28011;2022-09-29 00:00:00.0;
434753;72;ARAPILES;7;CHAMBERI;GLORIETA;RUIZ JIMENEZ;3;28015;;MU-51
419771;76;VALLEHERMOSO;7;CHAMBERI;CALLE;BRAVO MURILLO;99;28003;;MU-51
435715;65;VALDEACEDERAS;6;TETUAN;CALLE;MARQUES DE VIANA;56;28039;;MU-51
435780;64;ALMENARA;6;TETUAN;PLAZA;DONOSO;5;28029;;MU-51
436613;76;VALLEHERMOSO;7;CHAMBERI;CALLE;MARQUES DE LEMA;7;28003;;MU-51
420364;16;SOL;1;CENTRO;PLAZA;SAN MARTIN;5;28013;;MU-51
420467;11;PALACIO;1;CENTRO;CALLE;DON PEDRO;16;28005;;MU-51
436981;76;VALLEHERMOSO;7;CHAMBERI;CALLE;BRAVO MURILLO;85;28003;;MU-51
420681;75;RIOS ROSAS;7;CHAMBERI;CALLE;RIOS ROSAS;21;28003;;MU-51
420695;72;ARAPILES;7;CHAMBERI;CALLE;MAGALLANES;1;28015;;MU-51
437588;74;ALMAGRO;7;CHAMBERI;CALLE;ALMAGRO;7;28010;2022-02-17 00:00:00.0;MU-51
437655;66;BERRUGUETE;6;TETUAN;CALLE;NUESTRA SEÑORA DEL CARMEN;3;28039;;MU-51
421180;11;PALACIO;1;CENTRO;CALLE;CAVA ALTA;6;28005;;MU-51
457621;97;ARAVACA;9;MONCLOA - ARAVACA;CALLE;GOLONDRINA;104;28023;2022-05-10 00:00:00.0;
457629;97;ARAVACA;9;MONCLOA - ARAVACA;CALLE;ENEBRO;21;28023;2022-06-16 00:00:00.0;
457632;24;LEGAZPI;2;ARGANZUELA;CALLE;TENIENTE CORONEL NOREÑA;41;28045;;MU-51
457645;24;LEGAZPI;2;ARGANZUELA;CALLE;TITAN;8;28045;;MU-51
457650;97;ARAVACA;9;MONCLOA - ARAVACA;CALLE;ENEBRO;21;28023;2022-06-15 00:00:00.0;
457663;24;LEGAZPI;2;ARGANZUELA;CALLE;TITAN;8;28045;;MU-51
457665;24;LEGAZPI;2;ARGANZUELA;CALLE;TITAN;8;28045;;MU-51
457666;97;ARAVACA;9;MONCLOA - ARAVACA;GLORIETA;RIO ZANCARA;1;28023;2022-10-19 00:00:00.0;
457672;97;ARAVACA;9;MONCLOA - ARAVACA;CALLE;HUMERA;40;28023;2022-09-15 00:00:00.0;
457703;97;ARAVACA;9;MONCLOA - ARAVACA;AVENIDA;GALAXIA;2;28023;2022-08-23 00:00:00.0;
457705;25;DELICIAS;2;ARGANZUELA;PLAZA;LEGAZPI;1A;28045;;MU-51
457707;97;ARAVACA;9;MONCLOA - ARAVACA;AVENIDA;GALAXIA;2;28023;2022-08-24 00:00:00.0;
457721;24;LEGAZPI;2;ARGANZUELA;CALLE;BRONCE;1A;28045;;MU-51
457727;24;LEGAZPI;2;ARGANZUELA;CALLE;BRONCE;1A;28045;;MU-51
457753;25;DELICIAS;2;ARGANZUELA;CALLE;GENERAL LACY;25;28045;;MU-51
457766;25;DELICIAS;2;ARGANZUELA;CALLE;CANARIAS;76;28045;;MU-38
457768;93;CIUDAD UNIVERSITARIA;9;MONCLOA - ARAVACA;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;82;28040;2022-07-20 00:00:00.0;
457771;25;DELICIAS;2;ARGANZUELA;CALLE;CANARIAS;76;28045;;MU-51
457788;26;PALOS DE LA FRONTERA;2;ARGANZUELA;CALLE;BERNARDINO OBREGON;1;28012;;MU-51
457795;26;PALOS DE LA FRONTERA;2;ARGANZUELA;PASAJE;TORTOSA;3;28045;;MU-51
457797;26;PALOS DE LA FRONTERA;2;ARGANZUELA;PASAJE;TORTOSA;3;28045;;MU-51
457799;93;CIUDAD UNIVERSITARIA;9;MONCLOA - ARAVACA;PLAZA;CRISTO REY;5;28040;2022-07-19 00:00:00.0;
457814;25;DELICIAS;2;ARGANZUELA;CALLE;BUSTAMANTE;20;28045;;MU-51
457838;31;PACIFICO;3;RETIRO;PASEO;REINA CRISTINA;4;28014;;MU-51
457841;31;PACIFICO;3;RETIRO;PASEO;REINA CRISTINA;4;28014;;MU-51
457861;91;CASA DE CAMPO;9;MONCLOA - ARAVACA;PASEO;COMANDANTE FORTEA;66;28008;2022-07-11 00:00:00.0;
457864;91;CASA DE CAMPO;9;MONCLOA - ARAVACA;PASEO;COMANDANTE FORTEA;66;28008;2022-08-24 00:00:00.0;
457935;11;PALACIO;1;CENTRO;PASAJE;OBISPO;2;28005;;MU-38
457938;11;PALACIO;1;CENTRO;PASAJE;OBISPO;2;28005;;MU-38
457953;64;ALMENARA;6;TETUAN;CALLE;MONTOYA;54;28029;;MU-38
458007;76;VALLEHERMOSO;7;CHAMBERI;PLAZA;MARQUES DE COMILLAS;1;28040;;MU-51
458237;24;LEGAZPI;2;ARGANZUELA;CALLE;ANTRACITA;32;28045;;MU-38
458239;24;LEGAZPI;2;ARGANZUELA;CALLE;ANTRACITA;32;28045;;MU-38
458240;24;LEGAZPI;2;ARGANZUELA;CALLE;ANTRACITA;32;28045;;MU-38
458241;24;LEGAZPI;2;ARGANZUELA;CALLE;ANTRACITA;32;28045;;MU-38
458244;25;DELICIAS;2;ARGANZUELA;CALLE;ALICANTE;14;28045;;MU-51
458258;41;RECOLETOS;4;SALAMANCA;CALLE;NUÐEZ DE BALBOA;16;28001;;AP-2
458261;91;CASA DE CAMPO;9;MONCLOA - ARAVACA;PASEO;FLORIDA;4;28008;2022-07-20 00:00:00.0;
458268;91;CASA DE CAMPO;9;MONCLOA - ARAVACA;PASEO;FLORIDA;4;28008;2022-06-13 00:00:00.0;
458277;91;CASA DE CAMPO;9;MONCLOA - ARAVACA;PASEO;FLORIDA;4;28008;2022-06-14 00:00:00.0;
458280;91;CASA DE CAMPO;9;MONCLOA - ARAVACA;PASEO;FLORIDA;4;28008;2022-07-18 00:00:00.0;
458281;91;CASA DE CAMPO;9;MONCLOA - ARAVACA;PASEO;FLORIDA;4;28008;2022-08-23 00:00:00.0;
458285;97;ARAVACA;9;MONCLOA - ARAVACA;CALLE;ESCULTOR PERESEJO;66;28023;2022-05-11 00:00:00.0;AP-2
458286;97;ARAVACA;9;MONCLOA - ARAVACA;CALLE;ESCULTOR PERESEJO;66;28023;2021-08-11 00:00:00.0;AP-2
458290;91;CASA DE CAMPO;9;MONCLOA - ARAVACA;PASEO;FLORIDA;4;28008;2021-08-04 00:00:00.0;
434280;75;RIOS ROSAS;7;CHAMBERI;CALLE;JOSE ABASCAL;41;28003;2022-02-17 00:00:00.0;MU-51
417464;11;PALACIO;1;CENTRO;COSTANILLA;SAN ANDRES;10;28005;;MU-51
418400;16;SOL;1;CENTRO;PLAZA;SAN MARTIN;1;28013;;MU-51
418443;64;ALMENARA;6;TETUAN;CALLE;SAN AQUILINO;2;28029;;MU-51
419039;72;ARAPILES;7;CHAMBERI;CALLE;BRAVO MURILLO;32;28015;2021-12-28 00:00:00.0;MU-51
435033;73;TRAFALGAR;7;CHAMBERI;CALLE;FUENCARRAL;123;28010;;MU-51
435068;76;VALLEHERMOSO;7;CHAMBERI;CALLE;MELQUIADES ALVAREZ;8;28003;;MU-51
419743;75;RIOS ROSAS;7;CHAMBERI;PASEO;CASTELLANA;65;28046;;MU-51
420144;62;CUATRO CAMINOS;6;TETUAN;CALLE;ORENSE;15B;28020;;MU-51
436572;16;SOL;1;CENTRO;PLAZA;SAN MARTIN;5;28013;;MU-51
436998;76;VALLEHERMOSO;7;CHAMBERI;AVENIDA;FILIPINAS;34;28003;;MU-51
420647;12;EMBAJADORES;1;CENTRO;CALLE;CARLOS ARNICHES;5;28005;;MU-51
437493;12;EMBAJADORES;1;CENTRO;CALLE;SANTA ISABEL;46;28012;;MU-51
437886;14;JUSTICIA;1;CENTRO;PASEO;RECOLETOS;25;28004;;MU-51
422133;71;GAZTAMBIDE;7;CHAMBERI;CALLE;MELENDEZ VALDES;69;28015;;MU-51
422167;76;VALLEHERMOSO;7;CHAMBERI;CALLE;BRAVO MURILLO;99;28003;;MU-51
422746;76;VALLEHERMOSO;7;CHAMBERI;CALLE;CEA BERMUDEZ;26;28003;;MU-51
439397;14;JUSTICIA;1;CENTRO;PLAZA;PEDRO ZEROLO;6;28004;;MU-51
439598;65;VALDEACEDERAS;6;TETUAN;PASEO;DIRECCION;297;28029;;MU-38
423045;64;ALMENARA;6;TETUAN;CALLE;SAN BENITO;6;28029;;MU-51
423287;64;ALMENARA;6;TETUAN;CALLE;SAN AQUILINO;2;28029;;MU-51
423317;13;CORTES;1;CENTRO;CALLE;HUERTAS;75;28014;;MU-51
439861;13;CORTES;1;CENTRO;PLAZA;SANTA ANA;16;28012;;MU-51
423810;75;RIOS ROSAS;7;CHAMBERI;PASEO;CASTELLANA;65;28046;;MU-51
440533;75;RIOS ROSAS;7;CHAMBERI;PASEO;CASTELLANA;65;28046;;MU-51
423845;65;VALDEACEDERAS;6;TETUAN;CALLE;SINESIO DELGADO;34;28029;;MU-38
440952;62;CUATRO CAMINOS;6;TETUAN;CALLE;EDGAR NEVILLE;24B;28020;;MU-51
441479;71;GAZTAMBIDE;7;CHAMBERI;CALLE;GUZMAN EL BUENO;75;28015;;MU-51
425023;65;VALDEACEDERAS;6;TETUAN;PASEO;DIRECCION;297;28029;;MU-38
425280;63;CASTILLEJOS;6;TETUAN;CALLE;FRANCISCO GERVAS;26;28020;;MU-51
426492;73;TRAFALGAR;7;CHAMBERI;CALLE;FUENCARRAL;123;28010;;MU-51
427559;14;JUSTICIA;1;CENTRO;CALLE;BELEN;7;28004;;MU-51
457412;21;IMPERIAL;2;ARGANZUELA;CALLE;LINNEO;31;28005;;MU-51
457426;107;AGUILAS;10;LATINA;CALLE;NAVIA;27;28044;2022-10-13 00:00:00.0;
457438;21;IMPERIAL;2;ARGANZUELA;PASEO;VIRGEN DEL PUERTO;33;28005;;MU-51
457444;21;IMPERIAL;2;ARGANZUELA;PASEO;VIRGEN DEL PUERTO;33;28005;;MU-51
457462;22;ACACIAS;2;ARGANZUELA;PASEO;ACACIAS;2;28005;;MU-51
457474;21;IMPERIAL;2;ARGANZUELA;PASEO;PONTONES;8;28005;;MU-51
457476;21;IMPERIAL;2;ARGANZUELA;PASEO;PONTONES;8;28005;;MU-51
457489;103;LUCERO;10;LATINA;CALLE;CASTROSERNA;4;28047;2022-05-24 00:00:00.0;
457498;103;LUCERO;10;LATINA;CALLE;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;146;28047;2022-06-15 00:00:00.0;
457505;103;LUCERO;10;LATINA;CALLE;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;146;28047;2022-05-24 00:00:00.0;MU-51
457548;22;ACACIAS;2;ARGANZUELA;CALLE;CAOBA;6;28005;;MU-51
457569;22;ACACIAS;2;ARGANZUELA;CALLE;ARGANDA;10;28005;1900-01-01 00:00:00.0;MU-51
457578;22;ACACIAS;2;ARGANZUELA;CALLE;PEÑUELAS;29;28005;;MU-38
421629;15;UNIVERSIDAD;1;CENTRO;CALLE;GRAN VIA;32B;28013;;MU-51
438437;64;ALMENARA;6;TETUAN;CALLE;SAN AQUILINO;2;28029;;MU-51
438562;75;RIOS ROSAS;7;CHAMBERI;PASEO;CASTELLANA;65;28046;;MU-51
422193;73;TRAFALGAR;7;CHAMBERI;GLORIETA;PINTOR SOROLLA;1;28010;;MU-51
422429;13;CORTES;1;CENTRO;CALLE;HUERTAS;75;28014;;MU-51
423232;76;VALLEHERMOSO;7;CHAMBERI;CALLE;BRAVO MURILLO;99;28003;;MU-51
423498;66;BERRUGUETE;6;TETUAN;CALLE;NUESTRA SEÑORA DEL CARMEN;3;28039;;MU-51
423516;75;RIOS ROSAS;7;CHAMBERI;CALLE;MAUDES;14;28003;;MU-51
423586;66;BERRUGUETE;6;TETUAN;CALLE;MARQUES DE VIANA;41;28039;;MU-51
439966;92;ARGÜELLES;9;MONCLOA - ARAVACA;PASEO;PINTOR ROSALES;62;28008;2021-12-09 00:00:00.0;MU-51
440585;76;VALLEHERMOSO;7;CHAMBERI;CALLE;JESUS MAESTRO;3;28003;;MU-51
440732;62;CUATRO CAMINOS;6;TETUAN;CALLE;EDGAR NEVILLE;24B;28020;;MU-51
424116;62;CUATRO CAMINOS;6;TETUAN;CALLE;BRAVO MURILLO;162;28020;;MU-51
441256;71;GAZTAMBIDE;7;CHAMBERI;CALLE;FERNANDO EL CATOLICO;77;28015;;MU-51
424966;11;PALACIO;1;CENTRO;PLAZA;ISABEL II;8;28013;;MU-51
425009;75;RIOS ROSAS;7;CHAMBERI;PLAZA;SAN JUAN DE LA CRUZ;3;28003;;MU-51
441694;92;ARGÜELLES;9;MONCLOA - ARAVACA;PASEO;PINTOR ROSALES;62;28008;2021-12-09 00:00:00.0;MU-51
441775;92;ARGÜELLES;9;MONCLOA - ARAVACA;PASEO;PINTOR ROSALES;62;28008;2021-12-09 00:00:00.0;MU-51
441778;66;BERRUGUETE;6;TETUAN;CALLE;HIERBABUENA;2;28039;;MU-51
425557;13;CORTES;1;CENTRO;CALLE;CABALLERO DE GRACIA;28;28013;2013-10-30 00:00:00.0;MU-51
425768;75;RIOS ROSAS;7;CHAMBERI;PASEO;CASTELLANA;65;28046;;MU-51
425857;75;RIOS ROSAS;7;CHAMBERI;CALLE;RAIMUNDO FERNANDEZ VILLAVERDE;32;28003;;MU-51
426182;75;RIOS ROSAS;7;CHAMBERI;PASEO;CASTELLANA;53B;28046;;MU-51
426453;11;PALACIO;1;CENTRO;PLAZA;SANTO DOMINGO;19;28013;1900-01-01 00:00:00.0;MU-51
451944;72;ARAPILES;7;CHAMBERI;CALLE;GALILEO;37;28015;2016-03-30 00:00:00.0;
457432;21;IMPERIAL;2;ARGANZUELA;CALLE;LINNEO;31;28005;;MU-51
457434;107;AGUILAS;10;LATINA;CALLE;JOSE DE CADALSO;19;28044;2022-08-01 00:00:00.0;MU-51
457429;21;IMPERIAL;2;ARGANZUELA;CALLE;LINNEO;31;28005;;MU-51
457442;21;IMPERIAL;2;ARGANZUELA;PASEO;VIRGEN DEL PUERTO;33;28005;;MU-51
457458;21;IMPERIAL;2;ARGANZUELA;CALLE;MAZARREDO;11;28005;;MU-51
457472;21;IMPERIAL;2;ARGANZUELA;PASEO;PONTONES;8;28005;;MU-51
457502;103;LUCERO;10;LATINA;CALLE;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;146;28047;2022-08-17 00:00:00.0;
457533;102;PUERTA DEL ANGEL;10;LATINA;PASEO;EXTREMADURA;128;28011;2022-05-10 00:00:00.0;
457561;102;PUERTA DEL ANGEL;10;LATINA;PLAZA;PUERTA DEL ANGEL;4;28011;2022-07-20 00:00:00.0;
457585;22;ACACIAS;2;ARGANZUELA;PASEO;ACACIAS;2;28005;;MU-51
457618;97;ARAVACA;9;MONCLOA - ARAVACA;CALLE;GOLONDRINA;104;28023;2022-05-10 00:00:00.0;
