Titulo,Anio,Valoracion,Genero
Mi padre es un perro,2010,7.0,Drama
Paso a paso...,2015,7.6,Infantil
112 Bodas,2014,6.9,Documental
The Station Agent - Vías cruzadas,2003,7.9,Comedia
Lejos del cielo,2002,8.1,Drama
Babycall,2011,6.9,Thriller
Cuchillos en la oscuridad,1983,6.6,Cine clásico
Operación: Soldados de Juguete,1991,6.5,Thriller
La Tutora,1990,5.8,Thriller
El imperio de los canallas,1967,7.1,Cine clásico
Red Siniestra,1966,6.4,Thriller
The Brave,1997,7.0,Thriller
El Concierto para Europa,2000,8.0,Conciertos y Óperas
Sinfonía nº9 de Beethoven,2001,9.2,Conciertos y Óperas
Rescate en el mar del norte,1979,6.7,Cine clásico
Sam Whiskey,1969,2.5,Cine clásico
Barquero: Los forajidos de Río Bravo,1970,5.3,Cine clásico
Seijun Suzuki: Kabuki & Yakuzas,2002,6.8,Documental
Street Fighter: Assassin's Fist,2014,7.4,Acción
Halo: Nightfall,2015,6.0,Ciencia ficción
Halo 4: Forward unto dawn,2012,5.4,Ciencia ficción
Yo la conocía bien,1965,6.6,Cine clásico
Los amores de Carmen,1948,7.4,Cine clásico
La Nostra Vita,2010,6.9,Drama
Turbo Kid,2015,6.9,Ciencia ficción
Dioses y Perros,2014,6.1,Drama
Al final todos mueren,2013,5.9,Romántica
Zombie Nightmare,1987,3.3,Terror
Brahms por Dudamel,2014,7.3,Conciertos y Óperas
Dudamel: Celebración,2010,8.5,Conciertos y Óperas
El barbero de Sevilla (2016),2016,8.0,Conciertos y Óperas
La dama de picas,2011,8.0,Conciertos y Óperas
Balanchine Eterno,2006,8.7,Conciertos y Óperas
Coppélia,2011,7.5,Conciertos y Óperas
El lago de los cisnes,2006,8.0,Conciertos y Óperas
Cenicienta,2007,8.0,Conciertos y Óperas
La confesión,1970,7.9,Thriller
Los indomables,1970,7.2,Cine clásico
Palme,2012,8.1,Documental
El ejercicio del poder,2011,7.3,Drama
L'Astragale,2015,7.3,Drama
Amor Eterno,2014,5.9,Drama
A la puta strasse. 2º Acto,2015,7.9,Documental
Diario íntimo de Adela H,1975,7.4,Romántica
La Danza de la Realidad,2013,7.8,Documental
Slow Food,2013,7.1,Documental
Alfombras mágicas,1979,6.0,Aventuras
"Gomia, terror en el mar Egeo",1980,6.0,Terror
Tom Jones,1963,7.3,Drama
Rebeca,1940,8.7,Thriller
The Artist,2011,7.8,Comedia
El cartero de las noches blancas,2014,7.9,Drama
Basquiat,1996,7.3,Biopic
Jai Alai Blues,2015,8.3,Documental
Five Days to Dance,2014,8.4,Documental
Los Gavilanes del Estrecho ,1952,6.6,Cine clásico
El fabuloso Andersen,1952,6.5,Cine clásico
Nace una canción,1948,7.7,Musical
Piratas y Libélulas,2013,8.7,Documental
El aparecido,1986,6.2,Ciencia ficción
Hasta la vista!,2012,7.6,Comedia
El beso de la mujer araña,1985,7.9,Drama
La máscara submarina,1958,7.3,Thriller
Roseville,2013,5.7,Thriller
Cenizas,2014,5.9,Drama
A Roma con Amor,2012,6.0,Comedia
Midnight in Paris,2011,7.6,Comedia
Vicky Cristina Barcelona,2008,6.1,Comedia
La mansión bajo los árboles,1971,6.0,Thriller
Autopista al infierno,1990,6.8,Terror
Los silenciadores,1966,4.5,Comedia
Asier ETA Biok,2013,8.1,Documental
Conversaciones con otras mujeres,2005,7.2,Comedia
El Leñador,2004,7.3,Drama
El Barón de Arizona,1950,7.4,Western
Keoma,1976,6.6,Cine clásico
El doble del general (Plan 402),1961,7.3,Cine clásico
El presidente,1961,8.3,Cine clásico
Tropical Manila,2008,7.1,Drama
El público,2015,7.0,Conciertos y Óperas
Bodas de sangre y Suite Flamenca,2011,7.3,Conciertos y Óperas
La pequeña cerillera,2015,4.3,Musical
El hombre de la cabina de cristal ,1975,7.5,Cine clásico
"Corre Lola, corre",1998,7.6,Acción
La Reconstrucción,2013,7.4,Drama
El amor Amargo de Chavela,2013,7.2,Documental musical
Incendies,2010,8.5,Drama
Entre dos fuegos,1963,6.4,Drama
Volando hacia Río de Janeiro,1933,6.4,Cine clásico
El sueño negro,1956,6.6,Ciencia ficción
El Último Mohicano ,1992,8.0,Drama
No me Olvides,2012,7.9,Documental
Nina (1976),1976,7.2,Cine clásico
El Amigo Americano,1977,7.8,Thriller
El arte de vivir... pero bien,1969,7.0,Cine clásico
En la ciudad,2003,7.4,Drama
Corredores de fondo,2013,8.0,Documental
Anacleto: Agente Secreto,2015,6.5,Comedia
El camino más largo para volver a casa,2015,6.4,Drama
Game Over,2015,6.6,Documental
13 días de Octubre,2015,7.9,Biopic
Las Consecuencias del Amor,2004,7.7,Romántica
Krámpack,2000,7.1,Comedia
Ficción,2006,7.4,Drama
Una pistola en cada mano,2012,7.2,Comedia
Ártico,2014,6.3,Drama
Unidad de Élite,2012,5.2,Thriller
Pixel Theory,2015,6.0,Ciencia ficción
Nueva vida en Nueva York,2013,7.2,Comedia
Hermosa Juventud,2014,7.4,Drama
Ciencias Naturales,2013,7.5,Drama
El cumpleaños de Ariane,2014,6.8,Drama
Grecia: Reinventarse para sobrevivir,2014,8.1,Documental
Informe general,1976,7.8,Documental
Elefante Blanco,2012,7.2,Drama
Qué extraño llamarse Federico,2013,7.5,Documental
Una jornada particular,1977,8.7,Drama
La Mujer del Eternauta,2011,6.5,Documental
La maniobra de Heimlich,2014,6.4,Documental
Visionarios,2008,6.5,Comedia
Policía en Israel,2011,5.9,Thriller
Ático sin ascensor,2014,6.1,Romántica
Aprendiendo a conducir,2014,7.2,Comedia
Rock'n Love,2011,6.6,Musical
Route Irish,2011,7.4,Drama
No estamos solos,2015,7.9,Documental
Frankenstein-04155,2015,9.0,Documental
Buda 2: Camino a la Iluminación,2014,7.8,Aventuras
4 días de Mayo,2011,8.2,Bélico
El secuestro de Alfred Heineken,2011,7.1,Thriller
Contra a morte: Unha aproximación a Lois Pereiro,2011,8.0,Documental
Un gran día para ellas,2008,7.3,Romántica
Jerusalén por Ottolenghi,2011,7.9,Documental
El Último de los Injustos,2013,8.8,Documental
Tren de noche a Lisboa,2013,7.1,Drama
Disparo Letal,2015,6.2,Acción
Metro Manila,2013,8.2,Thriller
Mi Tierra,2014,6.3,Drama
De Nicolas a Sarkozy,2011,6.6,Biopic
The Bling Ring,2013,5.8,Comedia
Somewhere,2010,6.3,Drama
Izal en concierto,2014,8.0,Conciertos y Óperas
Spring Breakers,2012,6.0,Thriller
El mundo es nuestro,2012,7.2,Comedia
La fortaleza escondida,1958,8.2,Cine clásico
Vivir,1952,8.8,Drama
Cuentos de Tokio,1953,8.9,Cine clásico
De Óxido y Hueso,2012,7.9,Drama
El chivo expiatorio,2013,6.4,Comedia
Mala Sangre,1986,7.9,Cine clásico
La Jaula Dorada,2013,7.1,Comedia
Bailar con un Extraño,1984,7.0,Cine clásico
Muerte de un viajante,1985,8.1,Cine clásico
El tambor de hojalata,1979,7.7,Drama
No aceptes sueños de extraños,2015,5.7,Drama
La Dieta Perfecta,2012,5.9,Documental
OMG: Organismo modificado genéticamente,2013,7.4,Documental
Made in USA,1977,6.1,Comedia
Don Jon,2012,6.3,Romántica
Paco de Lucía: La Búsqueda,2014,8.6,Documental musical
"Antonio Vega, tu voz entre otras mil",2013,7.0,Documental musical
Jason Becker: Aún sigo vivo,2012,9.1,Documental musical
Diaz. No limpiéis esta sangre,2012,8.1,Thriller
7 cajas,2013,7.9,Thriller
Seré asesinado,2014,8.1,Thriller
El Impostor,2012,7.9,Thriller
Somos la noche,2010,6.1,Terror
Marley,2012,8.5,Documental
La fortaleza,2014,6.3,Acción
Red. Debieron decir la verdad...,2008,6.3,Thriller
Nymphomaniac: Vol 2 Director's Cut,2013,7.6,Erótica
Nymphomaniac: Vol 1 Director's Cut,2013,7.8,Erótica
Adiós a la Reina,2012,6.7,Biopic
Atrapa la bandera,2015,7.1,Aventuras
El secreto del libro de Kells,2009,8.2,Animación
Dora y la revolución sexual,2015,7.3,Drama
Incompatibles,2012,5.8,Acción
Los Inútiles,1953,8.3,Drama
Jane Eyre,2011,8.2,Romántica
Cumbres Borrascosas (2011),2011,6.9,Drama
Amor bajo el espino blanco,2010,8.3,Drama
Headhunters,2011,7.4,Thriller
Animal Kingdom,2010,7.5,Thriller
Las flores de la guerra,2012,7.3,Drama
Copia Certificada,2010,7.2,Drama
Alguien a quien amar,2014,7.1,Drama
Mother,2010,7.9,Thriller
Rastros de Sándalo,2014,7.4,Drama
Woody Allen: El Documental,2012,8.1,Documental
Una pandilla alucinante,1987,6.8,Cine clásico
Donald Rumsfeld: Certezas desconocidas,2013,7.4,Documental
New World,2013,7.7,Acción
The Berlin File,2013,7.0,Acción
El hombre sin pasado,2010,7.4,Acción
Perder la Razón,2012,7.3,Drama
El retorno del soldado,1982,7.6,Cine clásico
Johnny cogió su fusil,1971,8.9,Bélico
Regeneration,1997,7.7,Bélico
Playtime,1967,8.1,Comedia
Mi tío,1958,8.3,Comedia
Las vacaciones del Sr. Hulot,1953,8.0,Comedia
Take this Waltz,2011,7.1,Drama
2 días en Nueva York,2011,6.3,Comedia
2 días en París,2007,6.8,Romántica
"Europa, Europa",1990,7.8,Bélico
Lore,2012,8.0,Drama
El gran cuaderno,2013,7.4,Drama
San Francisco 1985 (Test),2014,6.0,Drama
First Position,2010,8.1,Documental
To the Wonder,2012,6.1,Drama
Shame,2011,7.5,Drama
El secuestro de Michel Houellebecq,2014,7.6,Documental
Tabú (2012),2012,7.8,Drama
Tropa de Élite 2,2010,8.0,Thriller
Reykjavik-Rotterdam,2009,6.7,Thriller
Corazonada,1982,7.2,Cine clásico
Once (Una vez),2006,8.0,Musical
Ghost World,2001,7.5,Comedia
Las vidas posibles de Mr. Nobody,2009,7.6,Drama
Última noche en Berlín (Lose Your Head),2013,6.3,Thriller
Mis escenas de lucha,2013,6.0,Comedia
La Rebelde,1965,5.8,Cine clásico
Las aventuras de Moriana,2015,4.4,Comedia
Tiempo sin aire,2015,7.0,Drama
Siempre hace buen tiempo,1955,7.9,Comedia
Una Banda de Dos,1987,7.0,Cine clásico
El Viyi,1967,7.3,Terror
León y Olvido,2004,8.1,Drama
R.O.T.O.R,1987,4.4,Cine clásico
Rent-A-Cop,1987,7.1,Cine clásico
Carnaval de sangre,1970,6.4,Thriller
Las maniobras del amor,1955,7.6,Cine clásico
Belle y Sebastian,2013,8.1,Aventuras
Una Invención Diabólica,1958,7.8,Ciencia ficción
Un mes de abstinencia,1971,6.2,Cine clásico
Conducta,2014,8.5,Drama
Los Vencedores,1963,7.1,Cine clásico
Ardid Femenino,1938,7.0,Cine clásico
Synecdoche New York,2008,7.6,Drama
Squirm: Gusanos asesinos,1976,4.2,Ciencia ficción
Permanezca en sintonía,1992,7.2,Comedia
Barça Dreams,2015,6.2,Documental
Detenido en espera de juicio,1970,6.7,Cine clásico
Es grande ser joven,1956,8.4,Cine clásico
Cuatro de infantería,1930,7.4,Cine clásico
Turín negro,1972,6.3,Thriller
El oro del tiempo,2013,7.8,Drama
El gato negro,1981,5.6,Terror
La resurrección del mal,1996,4.7,Terror
"Hércules, la furia del coloso",1985,5.3,Cine clásico
El secreto de sus ojos,2009,8.6,Thriller
Retratos de una busqueda,2014,8.6,Documental
El Sicario,2011,7.3,Thriller
Profesores de hoy,1984,6.8,Comedia
Zombie World,2013,3.5,Terror
Las cosas de la vida,1970,7.6,Cine clásico
El cielo... Próximamente,1991,6.4,Romántica
Testimonio de mujer,1982,6.2,Cine clásico
El evangelio de la carne,2013,7.4,Thriller
El Árbol del Ahorcado,1959,7.7,Cine clásico
La gran juerga,1966,7.6,Cine clásico
La jungla en armas,1939,6.8,Cine clásico
Paraíso,2013,6.4,Romántica
Cartas a María,2014,8.3,Documental
"Buenaventura Durruti, anarquista",1999,7.8,Documental
Strings,2004,8.0,Drama
El viaje de Carla,2014,8.2,Documental
Hotel Manhattan,2014,6.1,Romántica
Good Dick,2008,7.0,Comedia
Largo fin de semana,1978,6.2,Thriller
Nemesis,1992,5.9,Ciencia ficción
El Aprendiz de Papá Noel y el Copo de Nieve Mágico,2013,8.2,Aventuras
El último verano (2009),2009,5.7,Drama
La Duquesa de Langeais,2007,7.3,Romántica
El secreto de Santa Vittoria,1969,7.8,Comedia
Porta: Todo va a cambiar,2015,6.3,Conciertos y Óperas
El mundo perdido,1960,6.9,Cine clásico
La isla de los vivos,1987,5.8,Cine clásico
Frío como el acero,1991,5.9,Acción
Hacia los grandes horizontes,1966,6.9,Cine clásico
Duelo en la jungla,1954,6.5,Aventuras
Atormentada(1974),1974,6.5,Thriller
¿Quién la ha visto morir?,1972,6.8,Terror
El Rey Cruel,1959,4.5,Biopic
El Beso,2015,4.3,Erótica
Los largos cabellos de la muerte,1964,6.5,Terror
The Corpse Grinders 3,2012,6.0,Comedia
Scott en la Antártida,1948,6.9,Cine clásico
Guerreros del Sol,1986,6.7,Ciencia ficción
Cohen y Tate,1988,5.0,Cine clásico
Canadian Pacific,1949,5.3,Western
Orgía de Sangre,1972,6.4,Terror
Juerga Tropical,1986,6.3,Cine clásico
Sigue Vivo,1978,5.2,Terror
En la Niebla,2012,7.3,Drama
La guerra de Troya,1961,6.3,Aventuras
Bienvenido Mr. Chance,1979,8.2,Cine clásico
Los 13 Fantasmas,1960,5.8,Terror
Sister,2012,7.5,Drama
"Noche silenciosa, Noche sangrienta",1973,5.3,Cine clásico
No abrir hasta Navidad,1984,4.8,Cine clásico
Todas las Cosas Buenas,2010,6.2,Thriller
Utopía 79,2006,7.8,Documental
La cigüeña metálica,2012,8.8,Documental
La ciudad sin hombres,1969,5.8,Acción
My Stuff,2013,6.9,Documental
La Rebelde (1948),1948,7.5,Cine clásico
El viejo Rock,2013,7.3,Documental
Doctor Sleep,2004,6.4,Thriller
Concierto por la paz,2005,9.4,Conciertos y Óperas
Morricone interpreta a Morricone,2004,9.0,Conciertos y Óperas
Frontera (2014),2014,6.9,Western
"El Bueno, el Malo y el Raro",2008,7.0,Western
Girl 6,1996,6.2,Comedia
El fantasma va al oeste,1936,7.1,Terror
Tristana,1970,8.2,Cine clásico
Robinson Crusoe de Marte,1964,7.1,Aventuras
El hombre que cayó a la Tierra,1976,6.9,Cine clásico
Feliz Navidad Mr. Lawrence,1983,7.5,Cine clásico
El complejo Stradivarius,2013,6.9,Documental
L’hivern i la primavera al regne d’Escampeta ,2008,7.3,Infantil
L'estiu i la tardor al regne d’Escampeta,2008,8.3,Infantil
Les malifetes de l'Emil,2013,7.7,Infantil
"Laban, el petit fantasma. Quina por!",2006,7.8,Infantil
Vencedores o vencidos: El juicio de Nuremberg,1961,8.7,Cine clásico
Odio en la sangre,1986,4.8,Terror
George Harrison: living in the material world,2011,8.3,Documental musical
Pierre Boulez y Maria Joao Pires en concierto,2003,8.4,Conciertos y Óperas
Los cuatro budas de Kriminal,1968,6.3,Thriller
Atentado: El día que cambió el mundo,1975,7.0,Cine clásico
Beau Geste (1966),1966,6.1,Cine clásico
Kanimambo,2012,7.6,Drama
La petita Anna i el Tiet Llargarut,2012,7.1,Infantil
The Visitor,2007,8.0,Drama
Winter's Bone,2010,7.6,Drama
Ànima,2014,1.5,Drama
El pájaro de fuego de Stravinsky,2009,8.3,Conciertos y Óperas
No estoy solo,1972,7.1,Cine clásico
Un lugar donde quedarse,2011,7.3,Drama
Macarroni,1985,7.4,Comedia
Lunas de Hiel,1992,7.7,Thriller
Cielo sobre Berlín,1987,8.3,Cine clásico
"Paris, Texas",1984,8.8,Cine clásico
Born,2014,7.5,Drama
Muñecas ahorcadas,1971,6.8,Thriller
Carmen de Bizet,1984,7.4,Cine clásico
La otra vía láctea,2014,8.2,Documental
Desmontando a Butch Walker,2013,6.6,Documental musical
Zazie en el metro,1960,7.2,Cine clásico
Ascensor para el Cadalso,1958,8.4,Thriller
El abuelo que saltó por la ventana y se largó,2013,6.5,Comedia
Morente,2011,6.9,Documental musical
Aquelarre Sangriento,1972,5.2,Thriller
Verboten!,1959,6.8,Bélico
Carne Trémula,1997,6.9,Thriller
Los Infieles,2012,5.7,Romántica
Cartas desde Parliament Square,2014,6.3,Documental
"Sacromonte, los sabios de la tribu",2014,8.5,Conciertos y Óperas
Fase 7,2010,6.5,Thriller
Los insólitos peces gato,2013,7.7,Comedia
El ojo del laberinto,1972,6.5,Terror
Beats Rhymes & Life: The Travels of a Tribe Called Quest,2011,8.1,Documental musical
Nido subterráneo,1987,5.4,Cine clásico
El corredor de la muerte,1996,7.6,Thriller
Faro sin Isla,2014,7.1,Drama
Vampiros en La Habana,1985,7.3,Comedia
Las cruces de madera,1932,8.1,Bélico
El sótano del miedo,1991,5.8,Thriller
Trabajo Clandestino,1982,7.1,Comedia
Aflicción,1997,7.3,Thriller
Los cuentos de Hoffman,2016,8.4,Conciertos y Óperas
La traviata  ,2005,8.5,Conciertos y Óperas
Carmen (Ballet),2011,8.6,-
El increíble hombre menguante,1957,8.2,Terror
Alien from L.A.,1988,4.1,Ciencia ficción
Ellos y ellas,1955,8.0,Musical
El retrato de Dorian Gray (1945),1945,8.1,Terror
Golfus de Roma,1966,8.0,Musical
Impacto (1981),1981,7.4,Thriller
Llanto por la tierra amada,1995,6.6,Drama
Avanti Popolo,2012,5.4,Drama
"Sinaia, más allá del océano",2011,8.0,Documental
Proyecto USA,2015,4.1,Documental
To Kyma. Rescate en el mar Egeo,2016,8.9,Documental
Engendros,2011,5.1,Comedia
Cruzando el Sentido,2015,6.0,Documental
Jóvenes Sicarios,2016,6.5,Thriller
Código de Honor,2014,5.0,Acción
El dia de la sípia,2016,6.8,Documental
Lloyd de Londres,1936,8.1,Cine clásico
Las aventuras de Topito,2000,8.5,Infantil
La Belle Personne,2008,7.3,Drama
El Gran Vuelo,2015,7.3,Documental
"Bugsy Malone, Nieto De Al Capone",1976,7.6,Musical
Un beso antes de morir,1956,7.3,Thriller
Alacrán Enamorado,2012,6.4,Thriller
Amenaza en la sombra,1973,8.0,Terror
El hombre de mimbre,1973,7.5,Terror
Lacombe Lucien,1973,7.8,Cine clásico
"Adiós, muchachos",1987,8.7,Drama
Un mes en el campo,1987,7.2,Cine clásico
Todos vosotros sois capitanes,2010,7.3,Documental
La tropa de trapo,2010,6.3,Infantil
El viento que agita la cebada,2006,7.8,Bélico
Tenebre,1982,7.5,Thriller
Lustiger. El cardenal judío,2013,7.1,Biopic
La Bohème (Ópera),2006,8.0,Conciertos y Óperas
Si... ,1968,7.5,Cine clásico
Trauma (1993),1993,6.5,Terror
Principiantes,1986,6.2,Musical
El Ansia,1983,7.3,Terror
Mirabilis,2015,5.1,Comedia
Howard: Un Nuevo Héroe,1986,6.2,Cine clásico
Nana (1983),1983,5.4,Cine clásico
Super Abby,2012,5.9,Aventuras
El cortador de césped,1992,6.2,Ciencia ficción
Pistoleros,1947,6.8,Western
Jassy: La Adivina,1947,7.2,Drama
Omelette ,2015,8.0,Musical
Faraón,1966,8.1,Cine clásico
Un zapatón en el paraíso,1991,6.5,Comedia
De amor también se muere,1946,7.5,Cine clásico
A la mañana siguiente,1986,6.4,Thriller
Excelentísimos cadáveres,1975,7.9,Thriller
Tierras de penumbra,1993,8.4,Biopic
Campanadas a medianoche,1965,8.1,Cine clásico
Carmina o revienta,2012,7.6,Comedia
Sin destino,2005,7.8,Drama
Abajo la riqueza,1946,7.8,Comedia
C'est l'amour,2015,5.6,Comedia
Terraferma,2011,7.2,Drama
Nuevo Mundo,2006,7.8,Drama
De Echevarria a Etxeberria,2014,7.5,Documental
El taxidermista,2002,7.2,Drama
"Silvered Water, Syria Self-Portrait",2014,8.5,Documental
Almanya - Bienvenidos a Alemania,2011,7.9,Comedia
Welcome,2009,8.2,Drama
En casa con Claude,1992,5.1,Thriller
La Batalla de Argel,1965,9.0,Bélico
Kung Fu contra los Siete Vampiros de Oro,1974,6.6,Terror
Los Indeseables,1972,6.2,Western
Perfect Sense,2011,7.4,Ciencia ficción
El paso suspendido de la cigüeña,1991,8.3,Drama
El Laberinto del Fauno,2006,7.8,Terror
El Milagro De Ana Sullivan,1962,8.5,Cine clásico
Hable con ella,2002,8.0,Drama
Mujeres al borde de un ataque de nervios,1988,8.2,Cine clásico
Volver,2006,8.0,Drama
Miedo sangriento,1971,5.9,Cine clásico
Tamara Drewe,2010,6.4,Comedia
La Noche del Ratón,2014,6.0,Thriller
Última salida Brooklyn,1989,7.9,Cine clásico
"ReMine, el último movimiento obrero",2014,8.6,Documental
La armada Brancaleone,1966,7.6,Comedia
A la caza del lobo rojo,1989,6.7,Thriller
Los Vampiros,1957,6.6,Terror
El Gran Calavera,1949,7.6,Comedia
El Apóstol,2014,6.9,Drama
Cabalgando en solitario,1959,7.4,Cine clásico
Nostradamus,1993,5.9,Biopic
¿Qué he hecho yo para merecer esto?,1984,7.9,Cine clásico
Confesiones de un banquero,2013,7.5,Documental
Navidades Negras,1974,6.4,Terror
Porque he sido un pintor,2013,8.8,Documental
Noche y Niebla,1955,8.7,Documental
Los Andersson Road Movie,2013,6.8,Comedia
Los Andersson en Grecia,2012,6.7,Comedia
Annie Oakley,1935,6.9,Western
Las casas de las sombras del pasado,1983,6.8,Terror
Eva Van End,2012,6.3,Comedia
Bubba Ho-Tep,2003,6.3,Terror
Man on Wire,2008,8.5,Documental
Invasión Extraterrestre,1968,7.3,Terror
La vida en llamas,2015,7.3,Documental
Sacro Gra,2013,7.1,Documental
Astral  City,2010,6.7,Ciencia ficción
El monstruo de dos cabezas,1959,5.1,Ciencia ficción
Investigación policial,2014,6.3,Thriller
Hellraiser III: Infierno en la Tierra,1992,6.2,Terror
Suspiria,1977,7.5,Terror
De tu ventana a la mía,2012,7.6,Drama
Matar a un hombre (1956),1956,7.7,Cine clásico
Estrellas Fugaces,1928,7.9,Comedia
La telaraña,1990,7.1,Cine clásico
Beat Girl,1960,6.3,Cine clásico
La máscara de hierro,1976,5.8,Aventuras
Armas secretas,1950,6.2,Cine clásico
Txarriboda (La matanza),2014,6.3,Thriller
1280 almas,1981,6.6,Cine clásico
"Pepe, el Andaluz",2015,8.0,Documental
Tamerlano ,2008,8.7,Conciertos y Óperas
Un abismo entre los dos,1962,7.1,Thriller
La maldición del hombre sin cara,1958,5.6,Cine clásico
Luisa Fernanda,2006,7.8,Conciertos y Óperas
"Mami, ya se dónde está el dinero",2015,8.0,Documental
El Aprendiz de Papá Noel,2010,8.2,Aventuras
Plastic Galaxy: La Historia de los Juguetes de Star Wars,2014,6.4,Documental
Cosecha maldita,1989,4.1,Cine clásico
Brancaleone en las Cruzadas,1970,6.8,Comedia
"Danzad, locos, danzad",1931,7.2,Thriller
Nowhere Boy,2009,7.0,Drama
Marcha Triunfal,1976,6.8,Cine clásico
Shock Value,2014,6.3,Terror
Orfeo (ópera),1985,7.8,Cine clásico
Hanoi Hilton,1987,7.5,Bélico
Gnomo Cop,1990,4.6,Comedia
Maniac Cop 3,1993,5.8,Terror
La Atlántida: El continente perdido,1961,7.2,Cine clásico
